,0,1,2,3,4,5,6,7
553,Grow Gorgeous Defence Anti-Pollution Shampoo 250ml,$11.20,None,None,None,"['Aqua/Water/Eau', ' Sodium Cocoyl Isethionate', ' Sodium Methyl Cocoyl Taurate', ' Cocamidopropyl Betaine', ' Fragrance (Parfum)', ' Sodium Chloride', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Caffeine', ' Coconut Acid', ' Lauryl Glucoside', ' Sodium Benzoate', ' Glycerin', ' Sodium Isethionate', ' Potassium Sorbate', ' Polyquaternium-10', ' Propylene Glycol', ' Sodium PCA', ' Sodium Lactate', ' Allantoin', ' Benzophenone-4', ' Disodium EDTA', ' Ethylhexyl Methoxycinnamate', ' Arginine', ' Aspartic Acid', ' PCA', ' Camellia Sinensis (Green Tea) Leaf Extract', ' 1', '2-Hexanediol', ' Butylphenyl Methylpropional', ' Limonene', ' Glycine', ' Linalool', ' Alanine', ' Biosaccharide Gum-4', ' Serine', ' Caesalpinia Spinosa (Tara) Fruit Extract', ' Valine', ' Phenoxyethanol', ' Isoleucine', ' Proline', ' Threonine', ' Helianthus Annuus (Sunflower) Sprout Extract', ' Citric Acid', ' Histidine', ' Phenylalanine', ' BHT', ' Sodium Hydroxide.']",Grow Gorgeous,250ml
554,Nioxin System 6 Scalp & Hair Treatment 3.4 oz,$26.00,None,None,None,"['Water/Eau', ' Niacinamide', ' Phenylbenzimidazole Sulfonic Acid', ' Polysorbate 20', ' Caffeine', ' Benzophenone-4', ' Sodium Hydroxide', ' Benzyl Alcohol', ' Sodium Benzoate', ' Phenoxyethanol', ' Peg-12 Dimethicone', ' Citric Acid', ' Cocamidopropyl Betaine', ' Acetamide Mea', ' Isopropyl C12-15-Pareth-9 Carboxylate', ' Tetrasodium Edta', ' Propylene Glycol', ' Methyl Nicotinate', ' Sodium Chloride', ' Polysorbate 60', ' Polysorbate 80', ' Mentha Piperita (Peppermint) Oil', ' Mentha Arvensis Leaf Oil', ' Menthol', ' Peg-23M', ' Camellia Sinensis Leaf Extract', ' Hydrolyzed Silk', ' Biotin', ' Lecithin', ' Tocopheryl Acetate', ' Aleurites Moluccanus Seed Oil', ' Foeniculum Vulgare (Fennel) Fruit Extract', ' Silica', ' Yeast Extract/Extrait De Levure', ' Acer Saccharum (Sugar Maple) Extract', ' Citrus Limon (Lemon) Peel Extract', ' Saccharum Officinarum Extract', ' Vaccinium Myrtillus Leaf Extract', ' Citrus Aurantium Dulcis (Orange) Fruit Extract', ' Potassium Sorbate.']",Nioxin,None
555,Slip Turban (Various Colors),$85.00,3.0,2,None,None,Slip,None
556,Curlsmith Moisture Memory Reactivator 237ml,$24.00,None,None,None,"['Water (Aqua)', ' Cetrimonium Chloride', ' Glycerin', ' Persea Gratissima (Avocado) Oil*', ' Aloe Barbadensis (Aloe Vera) Leaf Extract', ' Salvia Officinalis (Sage) Leaf Extract', ' Ocimum Basilicum (Basil) Leaf Extract', ' Prunus Armeniaca (Apricot) Kernel Oil*', ' Selaginella Lepidophylla (Resurrection Flower) Extract', ' Rosmarinus Officinalis (Rosemary) Leaf Extract', ' Carapa Guaianensis (Andiroba) Seed Oil', ' Olea Europaea (Olive) Fruit Oil*', ' Cocos Nucifera (Coconut) Oil*', ' Helianthus Annuus (Sunflower) Seed Oil', ' Piper Nigrum (Black Pepper) Seed Extract', ' Phenoxyethanol', ' Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', ' C20-22 Alkyl Phosphate', ' Isohexadecane', ' Aminomethyl Propanol', ' Disodium Edta', ' Ethylhexylglycerin', ' Polysorbate 60', ' Potassium Sorbate', ' Sodium Benzoate', ' Limonene', ' Linalool', ' C20-22 Alcohols', ' Fragrance (Parfum).']",Curlsmith,8oz
557,Christophe Robin Shade Variation Mask - Golden Blonde (8.4oz),$37.10,None,None,None,"['Aqua (Water)', ' Cetearyl Alcohol', ' Cetyl Alcohol', ' Behentrimonium Chloride', ' Glycerin', ' Cetrimonium Chloride', ' Mauritia Flexuosa Fruit Oil', ' Parfum (Fragrance)', ' Ethylhexyl Methoxycinnamate', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Hydrogenated Vegetable Oil', ' Tocopheryl Acetate', ' Sericin', ' Prunus Armeniaca (Apricot) Kernel Oil', ' Butyrospermum Parkii (Shea) Butter', ' Citric Acid', ' Disodium Edta', ' Potassium Sorbate', ' Sodium Benzoate', ' Ci 12251(Basic Brown 17)', ' Ci 12719 (Basic Yellow 57)', ' Tocopherol', ' Bht.']",Christophe Robin,250ml
558,Curlsmith Bond Curl Rehab Salve Travel Size 59ml,$12.00,None,None,None,"['Water (Aqua)', ' Cetearyl Alcohol', ' Salvia Hispanica (Chia) Seed Extract', ' Creatine', ' Polyquaternium-10', ' Stearamidopropyl Dimethylamine', ' Lentinus Edodes (Shiitake) Extract*', ' Opuntia Tuna (Prickly Pear) Fruit Extract', ' Cucurbita Pepo (Pumpkin) Seed Extract*', ' Psidium Guajava (Guava) Fruit Extract', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Ribes Nigrum (Blackcurrant) Fruit Extract', ' Brassica Oleracea Acephala (Kale) Leaf Extract', ' Leuconostoc/Radish Root Ferment Filtrate', ' Polyquaternium-37', ' Hydroxypropylgluconamide', ' Hydroxypropylammonium Gluconate', ' Disodium Edta', ' Potassium Sorbate', ' Tartaric Acid', ' Citric Acid', ' Ethylhexylglycerin', ' Glycerin', ' Behentrimonium Chloride', ' Phenoxyethanol', ' Sodium Benzoate', ' Benzyl Alcohol', ' Geraniol', ' Fragrance (Parfum)', ' Linalool', ' Limonene.']",Curlsmith,59ml
559,Grow Gorgeous Volume Density Discovery Kit (Worth $50.00),$44.00,None,None,None,"['Hair Density Serum Original: Aqua/Water/Eau', ' Pentylene Glycol', ' Butylene Glycol', ' Propanediol', ' Caffeine', ' Phenoxyethanol', ' PPG-26-Buteth-26', ' Arginine', ' PEG-40 Hydrogenated Castor Oil', ' Fragrance (Parfum)', ' Lactic Acid', ' Sodium Hyaluronate', ' Glycine Soja (Soybean) Germ Extract', ' Triticum Vulgare (Wheat) Germ Extract', ' Allantoin', ' Chlorphenesin', ' Sodium Benzoate', ' Pisum Sativum (Pea) Sprout Extract', ' Gluconolactone', ' Trisodium Ethylenediamine Disuccinate', ' Scutellaria Baicalensis (Biakal Skullcap) Root Extract', ' Caramel', ' Citric Acid', ' Dextran', ' Acetyl Tetrapeptide-3', ' Butylphenyl Methylpropional', ' Limonene', ' Trifolium Pratense (Clover) Flower Extract', ' Linalool', ' Alpha-Isomethyl Ionone', ' Sodium Hydroxide', ' Calcium Gluconate.']",Grow Gorgeous,"Serum, Primer: 60ml / Shampoo, Conditioner: 50ml"
560,Grow Gorgeous Balance Hair Detox,$48.30,None,None,None,"['Shampoo:\xa0Aqua/Water/Eau', ' Sodium Cocoyl Isethionate', ' Sodium Methyl Cocoyl Taurate', ' Cocamidopropyl Betaine', ' Fragrance (Parfum)', ' Sodium Chloride', ' Caffeine', ' Coconut Acid', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Lauryl Glucoside', ' Sodium Benzoate', ' Potassium Sorbate', ' Sodium Isethionate', ' Polyquaternium-10', ' Sodium PCA', ' Sodium Lactate', ' Allantoin', ' Butylene Glycol', ' Disodium EDTA', ' Hydrolyzed Rice Protein', ' Panthenol', ' Arginine', ' Panthenyl Hydroxypropyl Steardimonium Chloride', ' Aspartic Acid', ' PCA', ' Arctium Lappa (Burdock) Root Extract', ' Hedera Helix (Ivy) Extract', ' Trigonella Foenum-Graecum (Fenugreek) Seed Extract', ' Glycine', ' Alanine', ' Butylphenyl Methylpropional', ' Limonene', ' Phenoxyethanol', ' Serine', ' Valine', ' Isoleucine', ' Proline', ' Threonine', ' Histidine', ' Phenylalanine', ' Citric Acid', ' Sodium Hydroxide.']",Grow Gorgeous,"Shampoo, Conditioner: 250ml / Serum: 60ml"
561,KLORANE Gentle Dry Shampoo with Oat Milk for All Hair Types 50ml,$10.00,None,None,None,"['Butane', ' Propane', ' Oryza Sativa (Rice) Starch (Oryza Sativa Starch)', ' Isobutane', ' Alcohol (Alcohol Denat.)', ' Aluminum Starch Octenylsuccinate', ' Avena Sativa (Oat) Kernel Oil (Avena Sativa Kernel Oil)', ' Benzyl Salicylate', ' Cetrimonium Chloride', ' Cyclodextrin', ' Fragrance (Parfum)', ' Hexyl Cinnamal', ' Isopropyl Myristate', ' Limonene', ' Silica.']",KLORANE,1oz
562,Tangle Teezer Thick & Curly Detangling Hairbrush - Salsa Red,$9.00,None,None,None,None,Tangle Teezer,None
563,Imbue Curl Liberating Sulphate Free Shampoo 13.53 fl. oz,$16.00,None,None,None,"['Aqua (Water/Eau)', ' Coco-Glucoside', ' Laureth-6 Carboxylic Acid', ' PEG-120 Methyl Glucose Dioleate', ' Glycerin', ' Panthenol', '\n                              PEG-7 Glyceryl Cocoate', ' Polyquaternium-10', ' PEG-75 Shea Butter Glycerides', ' Cocos Nucifera (Coconut) Fruit Extract', '\n                              Theobroma Cacao (Cocoa) Seed Butter', ' Theobroma Grandiflorum Seed Butter', ' Helianthus Annuus (Sunflower) Seed Oil', '\n                              Tocopherol', ' Betaine', ' Parfum (Fragrance)', ' Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', ' PEG-4', ' PEG-6', ' Castor\n                              Oil Hydrogenated Ethoxylated', ' PEG-7', ' PEG-8', ' Sodium Hydroxide', ' Disodium EDTA', ' Potassium Sorbate', ' Sodium\n                              Benzoate', ' Methylchloroisothiazolinone', ' Methylisothiazolinone', ' Linalool', ' Limonene', ' Hexyl Cinnamal.']",Imbue,13.53 fl.oz
564,Grow Gorgeous Volume Bodifying Conditioner 250ml,$18.00,3.0,2,None,"['Aqua/Water/Eau', ' Cetearyl Alcohol', ' Fragrance (Parfum)', ' Hydrolysed Pea Protein', ' Stearamidopropyl Dimethylamine', ' Behentrimonium Chloride', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Phenoxyethanol', ' Glyceryl Stearate', ' PEG-100 Stearate', ' Avena Sativa (Oat) Kernel Oil', ' Lactic Acid', ' Butyrospermum Parkii (Shea) Butter', ' Isopropyl Alcohol', ' Caffeine', ' Disodium EDTA', ' Glycerin', ' Hydrolyzed Rice Protein', ' Sodium PCA', ' Sodium Lactate', ' Allantoin', ' Chlorphenesin', ' Arginine', ' Aspartic Acid', ' PCA', ' Leuconostoc/Radish Root Ferment Filtrate', ' Butylphenyl Methylpropional', ' Limonene', ' Linalool', ' Glycine', ' Alanine', ' Serine', ' Valine', ' Isoleucine', ' Proline', ' Threonine', ' Potassium Sorbate', ' Histidine', ' Phenylalanine', ' Sodium Benzoate', ' Citric Acid', ' Sodium Hydroxide.']",Grow Gorgeous,250ml
565,Slip Silk Sleep Mask (Various Colors),$50.00,4.5,4,None,['100% mulberry silk with silk filler.'],Slip,None
566,Sachajuan Volume Styling Cream 125ml,$27.00,None,None,None,"['Aqua (Water)', ' Alcohol Denat.', ' Glycerin', ' Polysorbate 20', ' Polyquaternium-47', ' Parfum', ' Peg-40 Hydrogenated Castor Oil', ' Carbomer', ' Aminomethyl Propanol', ' Phenoxyethanol', ' Laureth-8', ' Succinoglycan', ' Dimethicone', ' Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', ' Squalane', ' Styrene/Acrylates', ' Copolymer', ' Polysorbate 60', ' Chondrus Crispus Extract', ' Sodium', ' Benzoate', ' Methylisothiazolinone', ' Methylchloroisothiazolinone', ' Linalool', ' Limonene', ' Geraniol', ' Citronellol', ' Hexyl Cinnamal.']",Sachajuan,125ml
567,ghd Mini Bodyguard - Heat Protect Spray 50ml,$15.00,None,None,None,"['Water', ' PEG-40 Hydrogenated Castor Oil', ' Fragrance', ' Sodium Laneth-40 Maleate/Styrene Sulfonate Copolymer', ' Bis-Isobutyl PEG/PPG-20/35/Amodimethicone Copolymer', ' Cetyl Ethylhexanoate', ' Panthenol', ' Citric Acid', ' Polysorbate 80', ' Thermus Thermophillus Ferment', ' Hydrolyzed Wheat Protein PG-Propyl Silanetriol', ' Butylene Glycol', ' Tetrasodium EDTA', ' Phenoxyethanol', ' Magnesium Nitrate', ' Benzyl Alcohol', ' Gluconolactone', ' Potassium Sorbate', ' Glycerin', ' Sodium Benzoate', ' Magnesium Chloride', ' Methylchloroisothiazolinone', ' Methylparaben', ' Methylisothiazolinone', ' Butylparaben', ' Ethylparaben', ' Isobutylparaben', ' Propylparaben', ' Benzyl Salicylate', ' Citral', ' Citronellol', ' Coumarin', ' Hexyl Cinnamal', ' Limonene', ' Linalool', ' Alpha-Isomethyl Ionone.']",ghd,8g
568,Alterna Caviar Anti-Ageing Seasilk Moisture Shampoo (250ml),$32.00,None,None,None,"['Water (Aqua)', ' Disodium Laureth Sulfosuccinate', ' Sodium Cocoyl Isethionate', ' Sodium Lauryl Sulfoacetate', ' Cocamidopropyl Hydroxysultaine', ' Sodium Lauroyl Sarcosinate', ' Cocamidopropylamine Oxide', ' Acrylates Copolymer', ' Methyl Gluceth-20', ' Glycol Distearate', ' Glycereth-26', ' Algae Extract', ' Amodimethicone', ' Saccharomyces/Magnesium Ferment', ' Saccharomyces/Copper Ferment', ' Saccharomyces/Iron Ferment', ' Saccharomyces/Silicon Ferment', ' Saccharomyces/Zinc Ferment', ' Phospholipids', ' Soy Amino Acids', ' Sodium Phytate', ' Polysilicone-15Linum Usitatissimum (Linseed) Seed Oil', ' Helianthus Annuus (Sunflower) Seed Oil', ' Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', ' Glycerin', ' Laureth-9', ' Caviar Extract', ' Butyrospermum Parkii (Shea) Butter', ' Ascorbic Acid', ' Superoxide Dismutase', ' Polyquaternium-10', ' Trideceth-12', ' Tocopheryl Acetate', ' C12-13 Pareth-3', ' C12-13 Pareth-23', ' Divinyldimethicone/Dimethicone Copolymer', ' Lauryl Alcohol', ' C11-15 Pareth-7', ' Butylene Glycol', ' Polyquaternium-7', ' Decyl Glucoside', ' Dihydroxypropyl PEG-5 Linoleammonium Chloride', ' Guar Hydroxypropyltrimonium Chloride', ' Citric Acid', ' Disodium EDTA', ' Aminomethyl Propanol', ' Isopropyl Alcohol', ' Tetrasodium EDTA', ' Alcohol', ' Potassium Sorbate', ' Polyaminopropyl Biguanide', ' Benzoic Acid', ' Phenoxyethanol', ' Methylisothiazolinone', ' Fragrance (Parfum). (10-13-26952)']",Alterna,250ml
569,Patricks SH1 Thickening Shampoo 200g,$44.00,None,None,None,"['Aqua', ' Sodium Lauroyl Methyl Isethionate', ' Cocamidoporpyl Betaine', ' Sodium Cocoyl Isethionate', ' Cocamide MIPA', ' PEG-120 Methyl Glucose Dioleate', ' Fragrance/Parfum Kigelia Africana Fruit Extract', ' Ginkgo Biloba Fruit Extract', ' Salvia Sclarea (Clary) Extract', ' Cinnamomum Zeylanicum Bark Extract', ' Propylene Glycol', ' Rosmarinus Officialis (Rosemary) Leaf Extract', ' Serenoa Serrulata Fruit Extract', ' Coffea Arabica (Coffee) Flower Extract', ' Dextran', ' Acetyl Tetrapeptide-3', ' Trifolium Pratense (Clover) Flower Extract', ' Butylene Glycol', ' Sodium Lauroyl Sarcocinate', ' Decyl Glucoside', ' Cinnamidopropyltrimonium Chloride', ' Cetyl Palmitate', ' Tetrasodium EDTA', ' Guar Hydroxypropyltrimonium Chloride', ' quatemium-7', ' Glycol Distearate', ' PPG-5-Ceteth-20', ' Glycereth-26', ' Citric Acid', ' Limonene', ' Linalool', ' Benzyl Salicylate', ' Methylchloroisothiazolinone', ' Methylisothiazolinone.']",Patricks,200g
570,Christophe Robin Temporary Color Gel - Golden Blonde 100ml,$35.00,None,None,None,None,Christophe Robin,100ml
571,CHI Spin n Curl (Various Colours),$99.99,4.0,1,None,None,CHI,None
572,Christophe Robin Luscious Curl Conditioning Cleanser with Chia Seed Oil 250ml,$31.50,None,None,None,"['Aqua/Water/Eau', ' Sodium Cocoyl Isethionate', ' Sodium Methyl Cocoyl Taurate', ' Cocamidopropyl Betaine', ' Betaine', ' Sodium Chloride', ' Fragrance (Parfum)', ' Coconut Acid', ' Lauryl Glucoside', ' Polyquaternium-10', ' Sodium Benzoate', ' Potassium Sorbate', ' Sodium Isethionate', ' Guar Hydroxypropyltrimonium Chloride', ' Allantoin', ' Disodium Edta', ' Hexyl Cinnamal', ' Linalool', ' Limonene', ' Nigella Sativa Seed Oil', ' Shea Butter Ethyl Esters', ' Salvia Hispanica Seed Oil', ' Benzyl Salicylate', ' Citronellol', ' Hydroxycitronellal', ' Citric Acid', ' Polyglyceryl-3 Diisostearate', ' Sodium Hydroxide', ' Ascorbic Acid.']",Christophe Robin,250ml
573,René Furterer Sublime Curl Curl Activating Detangling Conditioner 5.1 fl.oz,$32.00,None,None,None,"['Water (Aqua)', ' Sodium Laureth Sulfate', ' Coco-Glucoside', ' Glycerin', ' Lauryl Betaine', ' Peg-40 Hydrogenated Castor Oil', ' Glyceryl Oleate', ' Glycol Distearate', ' Acanthus Mollis Leaf Extract', ' Acrylates Copolymer', ' Alpha-Isomethyl Ionone', ' Ascorbyl Palmitate', ' Benzoic Acid', ' Butylphenyl Methylpropional', ' Ceteareth-60 Myristyl Glycol', ' Citric Acid', ' Fragrance (Parfum)', ' Guar Hydroxypropyltrimonium Chloride', ' Hexyl Cinnamal', ' Hydrogenated Palm Glycerides Citrate', ' Lecithin', ' Limonene', ' Linalool', ' Maltodextrin', ' Oenothera Biennis (Evening Primrose) Oil (Oenothera Biennis Oil)', ' Phenoxyethanol', ' Salicylic Acid', ' Sodium Chloride', ' Sodium Hydroxide', ' Tocopherol', ' Trisodium Ethylenediamine Disuccinate.']",René Furterer,150ml
574,Christophe Robin Colour Shield Shampoo with Camu Camu Berries 250ml,$26.60,None,None,None,"['Aqua (Water)', ' Sodium Lauroyl Methyl Isethionate', ' Disodium Cocoamphodiacetate', ' Sodium Lauroyl Sarcosinate', ' Parfum (Fragrance)', ' Citrus Paradisi (Grapefruit) Fruit Extract', ' Triticum Vulgare Germ Extract', ' Myrciaria Dubia Fruit Extract', ' Crambe Abyssinica Seed Oil Phytosterol Esters', ' Glycerin', ' Cocamidopropyl Betaine', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Sodium Chloride', ' Lauric Acid', ' Pentylene Glycol', ' Phenylpropanol', ' Sodium Methyl Isethionate', ' Glycol Distearate', ' Trisodium Ethylenediamine Disuccinate', ' Sodium Hydroxide', ' Polyquaternium-10', ' Caprylyl Glycol', ' Decylene Glycol', ' Sodium Benzoate', ' Sodium Phytate', ' Polyquaternium-7', ' Laureth-4', ' 1', '2-Hexanediol', ' Citric Acid', ' Lactic Acid', ' Sodium Acetate', ' Alcohol', ' Isopropyl Alcohol', ' Ascorbyl Glucoside', ' Hydroxyacetophenone', ' Hexyl Cinnamal', ' Benzyl Salicylate', ' Limonene.', ' Aqua (Water)', ' Sodium Lauroyl Methyl Isethionate', ' Disodium Cocoamphodiacetate', ' Sodium Lauroyl Sarcosinate', ' Parfum (Fragrance)', ' Citrus Paradisi (Grapefruit) Fruit Extract', ' Triticum Vulgare Germ Extract', ' Myrciaria Dubia Fruit Extract', ' Crambe Abyssinica Seed Oil Phytosterol Esters', ' Glycerin', ' Cocamidopropyl Betaine', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Sodium Chloride', ' Lauric Acid', ' Pentylene Glycol', ' Phenylpropanol', ' Sodium Methyl Isethionate', ' Glycol Distearate', ' Trisodium Ethylenediamine Disuccinate', ' Sodium Hydroxide', ' Polyquaternium-10', ' Caprylyl Glycol', ' Decylene Glycol', ' Sodium Benzoate', ' Sodium Phytate', ' Polyquaternium-7', ' Laureth-4', ' 1', '2-Hexanediol', ' Citric Acid', ' Lactic Acid', ' Sodium Acetate', ' Alcohol', ' Isopropyl Alcohol', ' Ascorbyl Glucoside', ' Hydroxyacetophenone', ' Hexyl Cinnamal', ' Benzyl Salicylate', ' Limonene.']",Christophe Robin,250ml
575,By Terry Baume de Rose All-Over Oil 100ml,$75.00,None,None,None,"['Coco-Caprylate/Caprate', ' Cocoglycerides', ' Caprylyl Methicone', ' Camellia Oleifera Seed Oil', ' Rosa Canina Fruit Oil', ' Helianthus Annuus (Sunflower) Seed Oil', ' Parfum / Fragrance', ' Tocopherol', ' Glycine Soja (Soybean) Oil', ' Geraniol', ' Caprylic/Capric Triglyceride', ' Citronellol', ' Rosa Centifolia Flower Cera / Rosa Centifolia Flower Wax', ' Rosa Damascena Flower Cera / Rosa Damascena Flower Wax', ' Linalool', ' Benzyl Benzoate', ' Rosa Centifolia Flower Extract', ' Hibiscus Sabdariffa Flower Extract', ' Eugenol', ' Citral', ' Benzyl Salicylate', ' Farnesol', ' Rosa Hybrid Flower Extract. (T0531a1).']",By Terry,3.3 fl. oz
576,Lee Stafford Coco Loco Heat Protection Spray 5.07 fl. oz,$10.49,None,None,None,"['Aqua', ' Cetearyl Alcohol', ' Cetyl Alcohol', ' Cyclopentasiloxane', ' Cetrimonium Chloride', ' Bis-Peg-12 Dimethicone Beeswax', ' Creatine', ' Quaternium-91', ' Parfum', ' Dimethiconol', ' Hydrolyzed Lupine Protein', ' Cetrimonium Methosulfate', ' Hydrolyzed Wheat Protein', ' Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', ' Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol', ' Saccharum Officinarum Extract', ' Hexyl Cinnamal', ' Sodium Laneth-40 Maleate/Styrene Sulfonate Copolymer', ' Betaine', ' Hexylene Glycol', ' Methylparaben', ' Propylparaben', ' Citrus Limon Fruit Extract', ' Hydrolyzed Wheat Starch', ' Phenoxyethanol', ' Pyrus Malus Fruit Extract', ' Butylphenyl Methylpropional', ' Camellia Sinensis Leaf Extract', ' Sodium Chloride', ' Linalool', ' Benzyl Benzoate', ' Limonene', ' Coumarin', ' Magnesium Chloride', ' Hexapeptide-11', ' Potassium Sorbate', ' Disodium Edta', ' Magnesium Nitrate', ' Ethylhexylglycerin', ' Methylchloroisothiazolinone', ' Methylisothiazolinone', ' Ci 15985', ' Ci 60730', ' Ci 17200.']",Lee Stafford,5.07 fl. Oz
577,T3 SoftCurl Diffuser - Black,$30.00,None,None,None,None,T3,None
578,Nioxin System 2 Cleanser Shampoo for Natural Hair with Progressed Thinning 33.8 oz,$43.50,None,None,None,"['Water/Eau', ' Sodium Laureth Sulfate', ' Sodium Lauryl Sulfate', ' Cocamidopropyl Betaine', ' Sodium Citrate', ' Sodium Xylenesulfonate', ' Sodium Chloride', ' Cocamide Mea', ' Sodium Benzoate', ' Citric Acid', ' Salicylic Acid', ' Mentha Piperita (Peppermint) Oil', ' Mentha Arvensis Leaf Oil', ' Menthol', ' Tetrasodium Edta', ' Sodium Hydroxide', ' Methylparaben', ' Propylene Glycol', ' Camellia Sinensis Leaf Extract', ' Cystine Bis-Pg-Propyl Silanetriol', ' Biotin', ' Lecithin', ' Niacinamide', ' Panthenol', ' Tocopheryl Acetate', ' Citrus Paradisi (Grapefruit) Peel Extract', ' Humulus Lupulus (Hops) Flower Extract', ' Urtica Dioica (Nettle) Leaf Extract', ' Yellow 5', ' Yeast Extract/Extrait De Levure', ' Acer Saccharum (Sugar Maple) Extract', ' Citrus Limon (Lemon) Peel Extract', ' Saccharum Officinarum Extract', ' Vaccinium Myrtillus Leaf Extract', ' Blue 1', ' Citrus Aurantium Dulcis (Orange) Fruit Extract', ' Red 33', ' Potassium Sorbate.']",Nioxin,33.8oz
579,RAINCRY Smooth 2.0 Pure Natural Bristle Brush - Large,$75.00,None,None,None,None,RAINCRY,None
580,White Hot Lifeshine Oil 50ml,$16.00,None,None,None,"['Cyclopentasiloxane', ' Dimethicone', ' Dimethiconol', ' Adansonia Digitata Seed Oil', ' Parfum (Fragrance)', ' Alpha-Isomethyl Ionone', ' Limonene', ' Citronellol', ' Linalool.']",White Hot,50ml
581,Nioxin System 4 Scalp Therapy Conditioner 33.8 oz,$51.00,None,None,None,"['Aqua/Water/Eau', ' Cetyl Alcohol', ' Stearamidopropyl Dimethylamine', ' Stearyl Alcohol', ' Quaternium-18', ' Phenoxyethanol', ' Benzyl Alcohol', ' Cetearyl Alcohol', ' Hydroxypropyl Guar', ' Glyceryl Stearate', ' Oleyl Alcohol', ' Propylparaben', ' Polysorbate 60', ' Mentha Piperita (Peppermint) Oil', ' Mentha Arvensis Leaf Oil', ' Menthol', ' Propylene Glycol', ' Methylparaben', ' Edta', ' Hydroxyethylcellulose', ' Citric Acid', ' Camellia Sinensis Leaf Extract', ' Quaternium-80', ' Cystine Bis-Pg-Propyl Silanetriol', ' Biotin', ' Lecithin', ' Niacinamide', ' Panthenol', ' Tocopheryl Acetate', ' Foeniculum Vulgare (Fennel) Fruit Extract', ' Acer Saccharum (Sugar Maple) Extract', ' Citrus Limon (Lemon) Peel Extract', ' Saccharum Officinarum/Sugar Cane Extract/Extrait De Canne À Sucre', ' Vaccinium Myrtillus Leaf Extract', ' Faex Extract/Yeast Extract/Extrait De Levure', ' Citrus Aurantium Dulcis (Orange) Fruit Extract', ' Maltodextrin', ' Blue 1 (Ci 42090)', ' Potassium Sorbate', ' Sodium Benzoate', ' Ethylparaben', ' Butylparaben']",Nioxin,33.8oz
582,Philip B Anti-Frizz Formula 57 2 fl. oz,$45.00,None,None,None,"['Cyclopentasiloxane', ' Phenyl Trimethicone', ' Dimethiconol', ' Dimethicone', ' Fragrance/Parfum', ' Lavandula Angustifolia (Lavender Oil)', ' Oryza Sativa (Rice) Bran Oil', ' Glycine Soja (Soybean) Oil', ' Simmondsia Chinensis (Jojoba) Seed Oil', ' Tocopheryl Acetate', ' Dimethicone Crosspolymer', ' Linalool', ' Limonene', ' Citronellol.']",Philip B,2 fl. oz
